Time,X,Y,Direction,Down,Teleport,Jump,Combat
108.102,41,58,none,True,True,False,True
108.257,41,69,none,False,False,False,True
108.413,41,69,none,False,False,False,True
108.569,41,69,none,False,False,False,True
108.724,41,69,none,False,False,False,True
108.879,41,69,none,False,False,False,True
109.035,41,69,none,False,False,False,True
109.19,41,69,none,False,False,False,True
109.346,41,69,none,False,False,False,True
109.502,41,69,none,False,False,False,True
109.657,41,69,none,False,False,False,True
109.812,41,69,none,False,False,False,True
109.968,41,69,none,True,True,False,True
110.123,41,82,none,False,False,False,True
110.279,41,82,none,False,False,False,True
110.435,41,82,none,False,False,False,True
110.59,41,82,none,False,False,False,True
110.746,41,82,none,False,False,False,True
110.901,41,82,none,False,False,False,True
111.056,41,82,none,False,False,False,True
111.212,41,82,none,False,False,False,True
111.368,41,82,none,False,False,False,True
111.523,41,82,none,False,False,False,True
111.678,41,82,none,False,True,False,True
111.834,53,83,none,False,False,False,True
111.989,53,83,none,False,False,False,True
112.145,51,83,none,False,False,False,True
112.3,51,83,none,False,True,False,True
112.456,53,74,none,False,False,False,True
112.611,53,74,none,False,False,False,True
112.767,53,74,none,False,False,False,True
112.922,53,74,none,False,False,False,True
113.078,53,74,none,False,False,False,True
113.233,53,74,none,False,False,False,True
113.389,53,74,none,False,False,False,True
113.544,53,74,none,False,False,False,True
113.7,53,74,none,False,False,False,True
113.855,53,74,none,False,False,False,True
114.011,53,74,none,False,False,False,True
114.167,53,74,none,False,False,False,True
114.322,53,74,none,False,False,False,True
114.478,53,74,none,False,False,False,True
114.633,53,74,none,False,False,False,True
114.788,53,74,none,False,False,False,True
114.944,53,74,none,False,False,False,True
115.1,53,74,none,False,False,False,True
115.255,53,74,none,False,False,False,True
115.411,53,74,none,False,False,False,True
115.566,53,74,none,False,False,False,True
115.721,53,74,none,False,False,False,True
115.877,53,74,none,False,False,False,True
116.033,53,74,none,False,False,False,True
116.189,53,74,none,False,False,False,True
116.344,53,74,none,False,False,False,True
116.499,53,74,none,False,False,False,True
116.654,53,74,none,False,False,False,True
116.81,53,74,none,False,False,False,True
116.965,53,74,none,False,False,False,True
117.121,53,74,none,False,False,False,True
117.277,53,74,none,False,False,False,True
117.432,53,74,none,False,False,False,True
117.588,53,74,none,False,False,False,True
117.743,53,74,none,False,False,False,True
117.899,53,74,none,False,False,False,True
118.054,53,74,none,False,False,False,True
118.21,53,74,none,False,False,False,True
118.365,53,74,none,False,False,False,True
118.521,53,74,none,False,False,False,True
118.676,53,74,none,False,False,False,True
118.831,53,74,none,False,False,False,True
118.987,53,74,none,False,False,False,True
